dataset_version,voyage_id,split,time_original_or_reconstructed,timestamp,time_s,load_total_kw,source_interval_start_time,source_interval_end_time,is_original_30s_point,online_feasible,uses_future_endpoint,file_name
cubic_spline_1s_natural_clipped,voyage_055,validation,original_30s_point,2024-07-10 08:00:23,0.0,9e-06,2024-07-10T08:00:23,2024-07-10T08:00:23,True,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:24,1.0,9.000297143074137e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:25,2.0,9.000592302990937e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:26,3.0,9.000883496593064e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:27,4.0,9.001168740723187e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:28,5.0,9.001446052223968e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:29,6.0,9.001713447938068e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:30,7.0,9.001968944708154e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:31,8.0,9.002210559376888e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:32,9.0,9.002436308786939e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:33,10.0,9.002644209780967e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:34,11.0,9.002832279201638e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:35,12.0,9.002998533891617e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:36,13.0,9.003140990693565e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:37,14.0,9.00325766645015e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:38,15.0,9.003346578004038e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:39,16.0,9.003405742197886e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:40,17.0,9.003433175874363e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:41,18.0,9.003426895876134e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:42,19.0,9.003384919045861e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:43,20.0,9.003305262226209e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:44,21.0,9.003185942259843e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:45,22.0,9.003024975989426e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:46,23.0,9.002820380257623e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:47,24.0,9.002570171907099e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:48,25.0,9.00227236778052e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:49,26.0,9.001924984720545e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:50,27.0,9.001526039569842e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:51,28.0,9.001073549171072e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:52,29.0,9.000565530366904e-06,2024-07-10T08:00:23,2024-07-10T08:00:53,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,original_30s_point,2024-07-10 08:00:53,30.0,9e-06,2024-07-10T08:00:53,2024-07-10T08:00:53,True,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:54,31.0,8.99937695807036e-06,2024-07-10T08:00:53,2024-07-10T08:01:23,False,False,True,7月10日08_00_7月10日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_055,validation,reconstructed_1s_point,2024-07-10 08:00:55,32.0,8.998704337207326e-06,2024-07-10T08:00:53,2024-07-10T08:01:23,False,False,True,7月10日08_00_7月10日18_00.xlsx
